Rank,TeamId,TeamName,LastSubmissionDate,score,SubmissionCount,TeamMemberUserNames
350,19187,sandra,"2012-06-22 08:34:48",1.48538,2,sandra
351,19400,"edmund chan","2012-07-03 03:41:20",1.49371,9,edmundchan
352,19591,"Gnanasekar A S","2012-07-03 13:33:11",1.64165,4,gnanasekaras
353,16754,GhostOfMLPast,"2012-07-02 13:42:50",1.70798,2,tritonsd
354,19174,grupo8,"2012-06-22 06:28:01",1.75866,4,grupo8
355,19311,DAIA,"2012-06-24 05:37:57",1.95678,2,daia26392
356,16816,ivo,"2012-05-07 23:29:41",2.13848,1,iamivo
357,19705,gest,"2012-07-03 07:21:28",2.38399,1,madhuribhavirisetty
358,19224,jofrango,"2012-06-22 20:34:53",2.74587,2,jofrango
359,17269,bogdan90,"2012-07-03 20:12:29",2.75104,3,bogdan90
360,19241,cayu,"2012-06-23 04:06:08",2.87877,2,cayu47827
361,18800,davchr,"2012-06-15 15:34:01",3.31878,2,davchr
362,18791,flbu,"2012-06-15 14:57:09",5.29100,2,flbu46809
363,17425,Alan,"2012-05-21 21:06:51",5.91569,2,ilearnstats
